TR EN ES Dreaming Complete

soñando - rüya görmek - dreaming, no hint
Tienda - mağaza - store, no hint
despertó - uyandırmak - awoke, no hint
oro - altın - gold, no hint
continuo - devam ediyor - continuing, no hint
discusión - tartışma - discussion, no hint
servicial - faydalı - helpful, no hint
fijo - sabit - fixed, no hint
ruta - rota - route, no hint
desvanecerse - solmak - fade, no hint
Guías - yol açar - leads, no hint
recordar - hatırlatmak - remind, no hint
cerca - daha yakın - closer, no hint
empujado - itti - pushed, no hint
modelo - model - model, no hint
ventaja - avantaj - advantage, no hint
pantalla - ekran - screen, no hint
adjunto - ekli - attached, no hint
obviamente - açıkça - obviously, no hint
estable - kararlı - stable, no hint
cuestiones - sorunlar - issues, no hint
reglas - kurallar - rules, no hint
leyes - kanunlar - laws, no hint
gravedad - Yerçekimi - gravity, no hint
extremo - aşırı - extreme, no hint
tarde - öğleden sonra - afternoon, no hint
contar - Miktar - count, no hint
sorprendido - şaşırmış - surprised, no hint
típico - tipik - typical, no hint
jardín - Bahçe - garden, no hint
cerca - yakınlarda - nearby, no hint
aves - kuşlar - birds, no hint
golpear - dövmek - beat, no hint
lecciones - dersler - lessons, no hint
frase - ifade - phrase, no hint
atascado - sıkışmış - stuck, no hint
tocado - dokundu - touched, no hint
universal - evrensel - universal, no hint
crecer - büyümek - grow, no hint
cuentos - hikayeler - stories, no hint
hada - peri - fairy, no hint
poseer - sahip olmak - possess, no hint
paso - geçit - passage, no hint
puente - köprü - bridge, no hint
depende - bağlı olmak - depends, no hint
preocupación - endişelenmek - worry, no hint
barrera - bariyer - barrier, no hint
entrenado - eğitimli - trained, no hint
elevado - yükseltilmiş - raised, no hint
correctamente - uygun şekilde - properly, no hint
En todas partes - her yerde - everywhere, no hint
demostración - gösteren - showing, no hint
asumir - varsaymak - assume, no hint
seriamente - ciddi anlamda - seriously, no hint
golpear - vurmak - hit, no hint
examinado - incelendi - examined, no hint
autobús - otobüs - bus, no hint
adecuado - uygun - suitable, no hint
vestir - giyinmek - wear, no hint
tarjeta - kart - card, no hint
hermano - erkek kardeş - brother, no hint
hacia arriba - yukarı - upwards, no hint
complaciente - istekli - willing, no hint
sabio - bilge - wise, no hint
confianza - güven - confidence, no hint
peligroso - tehlikeli - dangerous, no hint
bonito - Güzel - nice, no hint
abstracto - Öz - abstract, no hint
números - sayılar - numbers, no hint
fluido - akan - flowing, no hint
que lleva - taşıma - carrying, no hint
enfoque - odaklanma - focusing, no hint
no fisico - fiziksel olmayan - nonphysical, no hint
respirar - nefes almak - breathe, no hint
imaginario - hayali - imaginary, no hint
requiere - gerektirir - requires, no hint
rápido - hızlı - quick, no hint
surgir - ortaya çıkmak - arise, no hint
sugirió - önerildi - suggested, no hint
cama - yatak - lit, no hint
causando - neden olan - causing, no hint
bonita - güzel - pretty, no hint
observado - gözlemlendi - observed, no hint
saltar - atlama - jump, no hint
confiar - güven - trust, no hint
reflejar - yansıtmak - reflect, no hint
más rápido - Daha hızlı - faster, no hint
oración - namaz - prayer, no hint
cura - Çare - cure, no hint
Tareas - görevler - tasks, no hint
grado - kapsam - extent, no hint
meditar - meditasyon yapmak - meditate, no hint
elegido - seçilmiş - chosen, no hint
inicial - ilk - initial, no hint
piezas - adet - pieces, no hint
Talla - to you - size, no hint
principios - prensipler - principles, no hint
salvaje - vahşi - wild, no hint
espontáneamente - kendiliğinden - spontaneously, no hint
Hablando - konuşuyorum - speaking, no hint
emoción - heyecan - excitement, no hint
dibujar - çizmek - draw, no hint
conmovedor - dokunma - touching, no hint
vocación - arama - calling, no hint
estudiando - ders çalışıyor - studying, no hint
puntiagudo - işaretlendi - pointed, no hint
sustancia - madde - substance, no hint
mas alto - en yüksek - highest, no hint
bebida - İçmek - drink, no hint
afectar - etkilemek - affect, no hint
valioso - değerli - valuable, no hint
apropiado - uygun - proper, no hint
simultaneamente - eşzamanlı - simultaneously, no hint
lúcidamente - açıkça - lucidly, no hint
esquina - köşe - corner, no hint
mostró - gösterdi - showed, no hint
indica - gösterir - indicates, no hint
techo - çatı - roof, no hint
literatura - Edebiyat - literature, no hint
filosofía - Felsefe - philosophy, no hint
seguramente - kesinlikle - surely, no hint
comida - yemek - meal, no hint
manteca - Tereyağı - butter, no hint
dañar - zarar - harm, no hint
estudiantes - öğrenciler - students, no hint
organos - organlar - organs, no hint
medio - orta - medium, no hint
solicitud - uygulama - application, no hint
definido - kesin - definite, no hint
despierto - uyanmış - awakened, no hint
llamadas - aramalar - calls, no hint
ganancia - kazanç - gain, no hint
respondido - cevapladı - answered, no hint
flores - Çiçekler - flowers, no hint
saltó - atladı - jumped, no hint
fuego - alev - flame, no hint
escapar - kaçış - escape, no hint
comodidad - konfor - comfort, no hint
quiere - ister - wants, no hint
lago - göl - lake, no hint
laboratorio - laboratuar - laboratory, no hint
Rápido - ekspres - express, no hint
silencio - sessiz - silent, no hint
colocado - yerleşik - settled, no hint
termina - biter - ends, no hint
terminado - bitmiş - finished, no hint
audiencia - işitme - hearing, no hint
Departamento - düz - flat, no hint
imaginado - hayal - imagined, no hint
pierna - bacak - leg, no hint
dedo - parmak - finger, no hint
respecto - saygı - regard, no hint
repetido - tekrarlanan - repeated, no hint
más - Daha - mere, no hint
estrella - star - star, no hint
soltar - düşürmek - drop, no hint
enfermedad - hastalık - illness, no hint
tratamiento - tedavi - treatment, no hint
crea - oluşturur - creates, no hint
perdiendo - kaybetmek - losing, no hint
disciplina - disiplin - discipline, no hint
habitantes - sakinler - inhabitants, no hint
declaración - Beyan - statement, no hint
ocupado - meşgul - busy, no hint
estación - istasyon - station, no hint
boca - ağız - mouth, no hint
herir - canını yakmak - hurt, no hint
personaje - karakter - character, no hint
atrapado - yakalandı - caught, no hint
instante - anında - instant, no hint
capacidad - kapasite - capacity, no hint
dimensiones - boyutları - dimensions, no hint
existente - mevcut - existing, no hint
millones - milyonlar - millions, no hint
Psique - ruh - psyche, no hint
Rey - kral - king, no hint
de todas formas - neyse - anyway, no hint
petición - istek - request, no hint
dibujado - çizilmiş - drawn, no hint
percepciones - algılar - perceptions, no hint
manifiesto - belirgin - manifest, no hint
frente a - karşı karşıya - facing, no hint
ropa - Giyim - clothing, no hint
Visto - izledi - watched, no hint
circulo - daire - circle, no hint
caído - düştü - dropped, no hint
hilado - eğirme - spinning, no hint
descolorido - solmuş - faded, no hint
orejas - kulaklar - ears, no hint
creció - büyüdü - grew, no hint
negrura - siyahlık - blackness, no hint
red - ağ - net, no hint
siglos - yüzyıllar - centuries, no hint
peor - daha da kötüsü - worse, no hint
fondo - alt - bottom, no hint
Delgado - ince - thin, no hint
preguntarse - merak ediyor - wondering, no hint
paginas - sayfaları - pages, no hint
cargo - şarj etmek - charge, no hint
encuentra - bulur - finds, no hint
uno mismo - kendini - oneself, no hint
reflejado - yansıyan - reflected, no hint
felicidad - mutluluk - happiness, no hint
actitud - tavır - attitude, no hint
electricidad - elektrik - electricity, no hint
teléfono - telefon - telephone, no hint
exterior - dış - outer, no hint
eléctrico - elektrik - electric, no hint
escuchando - dinleme - listening, no hint
oler - koku - smell, no hint
afectado - etkilenmiş - affected, no hint
ganado - kazanılmış - gained, no hint
estructuras - yapılar - structures, no hint
episodio - bölüm - episode, no hint
habilitar - etkinleştirme - enable, no hint
rollo - rulo - roll, no hint
masa - kitle - mass, no hint
se acercó - yaklaştı - approached, no hint
habla - konuşma - speech, no hint
ansiedad - kaygı - anxiety, no hint
alpinismo - Tırmanmak - climbing, no hint
banda - grup - band, no hint
compuesto - bestelenmiş - composed, no hint
involucra - içerir - involves, no hint
enfermo - hasta - ill, no hint
bebé - bebek - baby, no hint
cristal - kristal - crystal, no hint
místico - mistik - mystical, no hint
suponer - varsaymak - suppose, no hint
policía - polis - police, no hint
biblioteca - kütüphane - library, no hint
parque - park - park, no hint
expresión - ifade - expression, no hint
tradicional - geleneksel - traditional, no hint
terrenal - dünyevi - earthly, no hint
angeles - melekler - angels, no hint
agujero - delik - hole, no hint
identificar - belirlemek - identify, no hint
preguntado - merak - wondered, no hint
campos - alanlar - fields, no hint
puntos de vista - Görüntüleme - views, no hint
temporal - geçici - temporary, no hint
religiones - dinler - religions, no hint
invisible - görünmez - invisible, no hint
corriente - Akış - stream, no hint
amable - nazik - gentle, no hint
alcanzar - ulaşmak - attain, no hint
tradiciones - gelenekler - traditions, no hint
garganta - boğaz - throat, no hint
estómago - mide - stomach, no hint
estudió - okudu - studied, no hint
mensajes - mesajlar - messages, no hint
telepatía - telepati - telepathy, no hint
inmenso - engin - immense, no hint
básicamente - temelde - basically, no hint
laminación - yuvarlanma - rolling, no hint
manejar - sürücü - drive, no hint
creciente - yükselen - rising, no hint
polvo - toz - dust, no hint
vol - cilt - vol, no hint
dice - anlatır - tells, no hint
salón - salon - hall, no hint
oficina - ofis - office, no hint
John - John - john, no hint
revisado - kontrollü - controlled, no hint
almas - ruhlar - souls, no hint
Introducción - Giriş - introduction, no hint
colina - Tepe - hill, no hint
portón - kapı - gate, no hint
fiesta - Parti - party, no hint
lamas - en çok - lamas, no hint
colgante - asılı - hanging, no hint
extraño - tuhaf - weird, no hint
oeste - batı - west, no hint
súper - Süper - super, no hint
dándose cuenta - farkına varma - realizing, no hint
hipnosis - hipnoz - hypnosis, no hint
perro - köpek - dog, no hint
Gracias - Teşekkürler - thanks, no hint
teorías - teoriler - theories, no hint
menor - daha küçük - smaller, no hint
letras - harfler - letters, no hint
escucha - dinlemek - listen, no hint
corrió - koştu - ran, no hint
atmósfera - atmosfer - atmosphere, no hint
limpiar - temiz - clean, no hint
miembro - üye - member, no hint
escogido - seçilmiş - picked, no hint
tiempo - gergin - tense, no hint
paciente - hasta - patient, no hint
estudiante - Öğrenci - student, no hint
realización - gerçekleştirme - realization, no hint
asustado - korkmuş - scared, no hint
numeroso - sayısız - numerous, no hint
perros - köpekler - dogs, no hint
soñado - rüya - dreamed, no hint
sonrió - gülümsedi - smiled, no hint
infierno - cehennem - hell, no hint
cabezas - kafalar - heads, no hint
brillante - parlak - brilliant, no hint
nervioso - sinirli - nervous, no hint
flotador - yüzer - float, no hint
cualidades - nitelikler - qualities, no hint
habló - konuştu - spoke, no hint
efectivo - kuvvetler - forces, no hint
simpático - arkadaş canlısı - friendly, no hint
ve - görür - sees, no hint
infinito - sonsuz - infinite, no hint
Reconocido - tanınmış - recognized, no hint
reacción - reaksiyon - reaction, no hint
simbólico - simgesel - symbolic, no hint
voló - uçtu - flew, no hint
flotó - yüzen - floated, no hint
encontrado - karşılaşıldı - encountered, no hint
Niños - erkekler - boys, no hint
aterrado - korkmuş - frightened, no hint
sur - güney - south, no hint
doloroso - acı verici - painful, no hint
habitaciones - Odalar - rooms, no hint
proporciona - sağlar - provides, no hint
llegado - geldi - arrived, no hint
sacerdotes - rahipler - priests, no hint
pacientes - hastalar - patients, no hint
cristiano - Hıristiyan - christian, no hint
Biblia - Kutsal Kitap - bible, no hint
ordena - sıralar - sorts, no hint
espalda - omuzlar - shoulders, no hint
moribundo - ölmek - dying, no hint
plantas - bitkiler - plants, no hint
enfermo - hasta - sick, no hint
oriental - doğu - eastern, no hint
visiones - vizyonlar - visions, no hint
cientos - yüzlerce - hundreds, no hint
nueve - dokuz - nine, no hint
desaparecer - kaybolmak - disappear, no hint
calor - sıcaklık - heat, no hint
techo - tavan - ceiling, no hint
norte - kuzeyinde - north, no hint
Disparo - atış - shot, no hint
fisiológico - fizyolojik - physiological, no hint
suave - yumuşak - soft, no hint
tensión - gerginlik - tension, no hint
hombro - omuz - shoulder, no hint
rompió - kırdı - broke, no hint
sonreír - gülümsemek - smile, no hint
criatura - yaratık - creature, no hint
gris - gri - gray, no hint
ibídem - ibid - ibid, no hint
púrpura - mor - purple, no hint
querido - Sayın - dear, no hint
rueda - tekerlek - wheel, no hint
para - için - pro, no hint
asistencia - yardım - assistance, no hint
traje - takım elbise - suit, no hint
pájaro - kuş - bird, no hint
practicando - alıştırma yapmak - practicing, no hint
ventanas - pencereler - windows, no hint
golpeado - çarptı - struck, no hint
evitar - önlemek - prevent, no hint
sin embargo - yine de - nevertheless, no hint
consumado - tamamlandı - accomplished, no hint
habló - konuştu - talked, no hint
señor - Kral - lord, no hint
paralizado - felçli - paralyzed, no hint
Más - Daha - plus, no hint
devoto - sadık - devoted, no hint
países - ülkeler - countries, no hint
por ciento - yüzde - percent, no hint
por lo tanto - dolayısıyla - hence, no hint
encargarse de - üstesinden gelmek - handle, no hint
cincuenta - elli - fifty, no hint
hacia arriba - yukarı - upward, no hint
motor - motor - engine, no hint
deliberadamente - kasıtlı olarak - deliberately, no hint
doce - on iki - twelve, no hint
arrollado - haddelenmiş - rolled, no hint
inútil - Faydasız - useless, no hint
síntomas - semptomlar - symptoms, no hint
alas - kanatlar - wings, no hint
drogas - ilaçlar - drugs, no hint
respuesta - cevap - reply, no hint
comportamiento - davranış - behavior, no hint
subida - tırmanış - climb, no hint
marido - koca - husband, no hint
automáticamente - otomatik olarak - automatically, no hint
escalera - merdivenler - stairs, no hint
determinar - belirlemek - determine, no hint
esperó - bekledi - waited, no hint
cinta - bant - tape, no hint
gracia - zarafet - grace, no hint
presentado - sunulan - presented, no hint
experto - pratik - practiced, no hint
tubo - tüp - tube, no hint
metal - metal - metal, no hint
intercambiar - değiş tokuş - exchange, no hint
local - yerel - locale, no hint
alto - uzun boylu - tall, no hint
ignorar - göz ardı etmek - ignore, no hint
guías - rehberler - guides, no hint
ley - yasa - law, no hint
lucha - kavga - fight, no hint
accidente - kaza - accident, no hint
cuenco - çanak - bowl, no hint
remoto - uzak - remote, no hint
de viaje - seyahat - traveling, no hint
pagado - ödenmiş - paid, no hint
enorme - muazzam - enormous, no hint
caliente - Sıcak - hot, no hint
césped - çimen - grass, no hint
nube - bulut - cloud, no hint
frente - kaş - brow, no hint
profundizando - derinleşme - deepening, no hint
humanidad - insanlık - mankind, no hint
adquirido - Elde edilen - obtained, no hint
iii - iii - iii, no hint
búsqueda - arayış - quest, no hint
Departamento - apartman - apartment, no hint
edificios - binalar - buildings, no hint
conducción - sürme - driving, no hint
ropa - çamaşırlar - clothes, no hint
denso - yoğun - dense, no hint
buques - gemiler - ships, no hint
se quedó - kaldı - stayed, no hint
amarillo - Sarı - yellow, no hint
supuesto - sözde - supposed, no hint
Superior - üst - upper, no hint
reentrada - yeniden giriş - reentry, no hint
eterno - ebedi - eternal, no hint
rayos - ışınlar - rays, no hint
madera - Odun - wood, no hint
radiación - radyasyon - radiation, no hint
piensa - düşünüyor - thinks, no hint
Se rió - güldü - laughed, no hint
coches - arabalar - cars, no hint
impresiones - izlenimler - impressions, no hint
clarividencia - basiret - clairvoyance, no hint
villancico - Carol - carol, no hint
personas - kişiler - persons, no hint
vehículo - araç - vehicle, no hint
telepático - telepatik - telepathic, no hint
sincronizar - eşitleme - sync, no hint
viajero - gezgin - traveler, no hint
fantasma - hayalet - ghost, no hint
clarividente - sezgisel öngörü - clairvoyant, no hint
planchar - Demir - iron, no hint
Valle - vadi - valley, no hint
caballos - atlar - horses, no hint
condujo - sürdü - drove, no hint
exclamó - haykırdı - exclaimed, no hint
programa - program - program, no hint
despecho - kin - spite, no hint
Ensamblaje - montaj - assemblage, no hint
decir - söyle - dis, no hint
vestido - elbise - robe, no hint
hechiceros - büyücüler - sorcerers, no hint
inorgánico - inorganik - inorganic, no hint
psi - psi - psi, no hint
karma - karma - karma, no hint
señor - Bayım - sir, no hint
corredor - koridor - corridor, no hint
cotización - alıntı - quot, no hint
lamasería - manastır - lamasery, no hint
rojo - Kırmızı - rote, no hint
botón de oro - düğün çiçeği - buttercup, no hint
=======
Turkish Common

como - olarak - as, no hint
yo - ben - I, no hint
su - onun - his, no hint
esta - bu - that, no hint
ese - diye - he, no hint
ocurrió - oldu - was, no hint
para - için - for, no hint
sobre - üzerinde - on, no hint
tiene - vardır - are, no hint
con - ile - with, no hint
ellas - onlar - they, no hint
alzar - olmak - be, no hint
caballo - at - at, no hint
uno - bir - one, no hint
si existe - var - have, no hint
esta - Bu - this, no hint
de - dan - from, no hint
Por - tarafından - by, no hint
acalorado - sıcak - hot, no hint
Vocablo - kelime - word, no hint
pero - ancak - but, no hint
Qué - ne - what, no hint
Algunos - bazı - some, no hint
es eso - olduğunu - is, no hint
lo / eso - o - it, no hint
Usted - sen - you, no hint
o - veya - or, no hint
tenido - vardı - had, no hint
entre - arasında - of, no hint
en contra - karşı - to, no hint
y - ve - and, no hint
uno - bir - a, no hint
en - içinde - in, no hint
nosotros - biz - we, no hint
CAN - can - can, no hint
encima - üzerinden - out, no hint
otro - diğer - other, no hint
tenido - vardı - were, no hint
qué - hangi - which, no hint
DO - do - do, no hint
ellos - onların - their, no hint
hora - zaman - time, no hint
si - eğer - if, no hint
será - olacak - will, no hint
¿Cómo? - nasıl - how, no hint
. - dedi - said, no hint
uno - bir - an, no hint
Buscar - her - each, no hint
dilo - söyle - tell, no hint
n/ a - yok - does, no hint
conjunto - set - set, no hint
tres - üç - three, no hint
Me gusta - istiyorum - want, no hint
aire - hava - air, no hint
bien - iyi - well, no hint
además - ayrıca - also, no hint
bailar - oynamak - play, no hint
es menor que - küçük - small, no hint
cabo - son - end, no hint
poner - koymak - put, no hint
casa - ev - home, no hint
leer - okumak - read, no hint
mano - el - hand, no hint
Puerto - liman - port, no hint
Limpiar - büyük - large, no hint
Magia - büyü - spell, no hint
añadir - ekleyin - add, no hint
incluso - hatta - even, no hint
Terreno - arazi - land, no hint
ahí - burada - here, no hint
debe - gerekir - must, no hint
Limpiar - büyük - big, no hint
alta - yüksek - high, no hint
tal - böyle - such, no hint
reloj - izleyin - follow, no hint
movimiento - hareket - act, no hint
porqué - neden - why, no hint
pedir - sormak - ask, no hint
hombres - erkekler - men, no hint
alteración - değişim - change, no hint
ido - gitti - went, no hint
luz - ışık - light, no hint
género - tür - kind, no hint
apagada - kapalı - off, no hint
necesitar - gerek - need, no hint
casa - ev - house, no hint
fotos - resim - picture, no hint
experimentar - denemek - try, no hint
nos - bizi - us, no hint
De nuevo - tekrar - again, no hint
animal - hayvan - animal, no hint
pt - nokta - point, no hint
Madre - anne - mother, no hint
planeta - dünya - world, no hint
cercano - yakın - near, no hint
construcción - inşa - etmek, no hint
centro - öz - self, no hint
algodón - toprak - earth, no hint
padre - baba - father, no hint
any - herhangi - bir, no hint
nuevo - yeni - new, no hint
acción - iş - work, no hint
chapter - bölüm - part, no hint
aceptar - almak - take, no hint
de todas formas - olsun - get, no hint
asiento - yer - place, no hint
Hecho - yapılan - made, no hint
Vívido - canlı - live, no hint
Dónde - nerede - where, no hint
DespuÃ©s - sonra - after, no hint
Anterior - geri - back, no hint
es menor que - küçük - little, no hint
solamente - sadece - only, no hint
redondo - yuvarlak - round, no hint
Adán - adam - man, no hint
aÃ±os - yıl - year, no hint
vino - geldi - came, no hint
show - gösterisi - show, no hint
Buscar - her - every, no hint
bien - iyi - good, no hint
a mi - bana - me, no hint
dar - vermek - give, no hint
nos - bizim - our, no hint
bajo - altında - under, no hint
Nombre - adı - name, no hint
muchas - çok - very, no hint
con - ile - through, no hint
solamente - sadece - just, no hint
formar - formu - form, no hint
frase - cümle - sentence, no hint
Limpiar - büyük - great, no hint
fraguar - düşünmek - think, no hint
representar - demek - say, no hint
ayuda - yardım - help, no hint
baja - düşük - low, no hint
Sombrero - hat - line, no hint
diferente de - farklı - differ, no hint
regreso - dönüş - turn, no hint
porqué - neden - cause, no hint
muchas - çok - much, no hint
Entonces - Yani - mean, no hint
Anterior - önce - before, no hint
movimiento - hareket - move, no hint
derecha - sağ - right, no hint
NIÑO - çocuk - boy, no hint
ANTIGUO - eski - old, no hint
muchas - çok - too, no hint
Mismo - aynı - same, no hint
ese - diye - she, no hint
Todas - tüm - all, no hint
allí - orada - there, no hint
hora - zaman - when, no hint
arriba - yukarı - up, no hint
Uso - Kullanım - use, no hint
tu - senin - your, no hint
calle - yol - way, no hint
Acerca de... - hakkında - about, no hint
Lotes - birçok - many, no hint
lo / eso - o - zaman, no hint
ellos - onları - them, no hint
escribir - yazmak - write, no hint
haría - would - would, no hint
me gusta - gibi - like, no hint
esta - bu - yüzden, no hint
esta - bu - these, no hint
le - onu - her, no hint
extenso - uzun - long, no hint
actuar - yapmak - make, no hint
asunto - şey - thing, no hint
ver - görmek - see, no hint
le - onu - him, no hint
dos - iki - two, no hint
si existe - var - has, no hint
Aspecto - bak - look, no hint
más - daha - fazla, no hint
dias - gün - day, no hint
Puede ser. - olabilir - could, no hint
ir - gitmek - go, no hint
GEL - gel - come, no hint
yo hice - yaptım - did, no hint
su numero - numarası - number, no hint
audio - ses - sound, no hint
No - hayır - no, no hint
ancho - en - most, no hint
Personas - insanlar - people, no hint
Soy yo. - benim - my, no hint
sobre - üzerinde - over, no hint
saber - bilmek - know, no hint
agua - su - water, no hint
más - daha - than, no hint
Llamada - çağrı - call, no hint
& Primera - ilk - first, no hint
quién - kim - who, no hint
May - mayis - may, no hint
abajo - aşağı - down, no hint
lado - yan - side, no hint
ocurrió - oldu - been, no hint
Ahora - Şimdi - now, no hint
descubrir - bulmak - find, no hint
cabeza - kafa - head, no hint
estar - standı - stand, no hint
mismo - kendi - own, no hint
hoja - sayfa - page, no hint
debe - gerekir - should, no hint
estado - ülke - country, no hint
encontrados - bulundu - found, no hint
respuesta - cevap - answer, no hint
colegio - okul - school, no hint
crecer - büyümek - grow, no hint
Practicar - çalışma - study, no hint
todavía - hala - still, no hint
aprender - öğrenmek - learn, no hint
flora - bitki - plant, no hint
pantalla - kapak - cover, no hint
Alimentos - gıda - food, no hint
sol - güneş - sun, no hint
cuatro - dört - four, no hint
entre - arasında - between, no hint
estado - devlet - state, no hint
aguantar - tutmak - keep, no hint
ojo - göz - eye, no hint
nunca - asla - never, no hint
cabo - son - last, no hint
dejar - let - let, no hint
Pensante - düşünce - thought, no hint
Ciudad - Şehir - city, no hint
árbol - ağaç - tree, no hint
Cruz - çapraz - cross, no hint
cortijo - çiftlik - farm, no hint
duro - sert - hard, no hint
comienzo - başlangıç - start, no hint
Puede ser. - olabilir - might, no hint
historia - hikaye - story, no hint
Saw - testere - saw, no hint
como - kadar - far, no hint
yilmar - deniz - sea, no hint
delinear - çizmek - draw, no hint
izquierda - sol - left, no hint
pasar - geç - late, no hint
correr - run - run, no hint
hipocresía - yapamaz - don’t, no hint
ciclo - süre - while, no hint
Prensa - basın - press, no hint
cercano - yakın - close, no hint
noche - gece - night, no hint
existente - gerçek - real, no hint
Vida - hayat - life, no hint
pocos - az - few, no hint
Norte - kuzey - north, no hint
ejemplar - kitap - book, no hint
cargar - taşımak - carry, no hint
tomó - aldı - took, no hint
ciencia - bilim - science, no hint
comer - yemek - eat, no hint
cuarto - oda - room, no hint
su amigo - arkadaşı - friend, no hint
Iniciada - başladı - began, no hint
concepción - fikir - idea, no hint
peces - balık - fish, no hint
montaña - dağ - mountain, no hint
Detener - dur - stop, no hint
uno - bir - kez, no hint
base - baz - base, no hint
oír - duymak - hear, no hint
caballo - at - horse, no hint
sector - kesim - cut, no hint
cierto - emin - sure, no hint
Continuar - izle - watch, no hint
color - renk - color, no hint
cara - yüz - face, no hint
de madera - ahşap - wood, no hint
básico - ana - main, no hint
encendido - açık - open, no hint
parecer - görünmek - seem, no hint
juntos - birlikte - together, no hint
siguiente - sonraki - next, no hint
blanco - beyaz - white, no hint
NIÑO - çocuk - children, no hint
iniciar - başla - begin, no hint
si existe - var - got, no hint
caminar - yürümek - walk, no hint
EJMPLAR - örnek - example, no hint
facilidad de - kolaylığı - ease, no hint
papel - kâğıt - paper, no hint
agrupar - grup - group, no hint
Buscar - her - zaman, no hint
música - müzik - music, no hint
esta - bu - those, no hint
Buscar - her - ikisi, no hint
firmar - işareti - mark, no hint
elegante - sık - sık, no hint
carta - mektup - letter, no hint
como - kadar - until, no hint
Kilómetro - kilometre - mile, no hint
río - nehir - river, no hint
Vagón - araba - car, no hint
pies - ayaklar - feet, no hint
bakım. - bakım - care, no hint
segundo - ikinci - second, no hint
Suficiente - yeterli - enough, no hint
plano - düz - plain, no hint
Puzzle Mania Ra - kız - girl, no hint
usual - olağan - usual, no hint
joven - genç - young, no hint
incluido - hazır - ready, no hint
encima - yukarıdaki - above, no hint
nunca - hiç - ever, no hint
rojizo - kırmızı - red, no hint
lista - listesi - list, no hint
aunque - olsa - though, no hint
experimentar - hissetmek - feel, no hint
debate - tartışma - talk, no hint
ave - kuş - bird, no hint
pronto - yakında - soon, no hint
Cuerpo - vücut - body, no hint
perro - köpek - dog, no hint
casa - aile - family, no hint
directa - doğrudan - direct, no hint
Pose - poz - pose, no hint
salir - bırakın - leave, no hint
canción - şarkı - song, no hint
medir - ölçmek - measure, no hint
hoja - kapı - door, no hint
producto - ürün - product, no hint
negro - siyah - black, no hint
breve - kısa - short, no hint
dígitos - rakam - numeral, no hint
Clase - sınıf - class, no hint
Viento - rüzgar - wind, no hint
pregunta - soru - question, no hint
sería - olur - happen, no hint
completar - komple - complete, no hint
barco - gemi - ship, no hint
area - alan - area, no hint
A medias - yarım - half, no hint
piedra - kaya - rock, no hint
orden - sipariş - order, no hint
fuego - yangın - fire, no hint
sur - güney - south, no hint
Problema - sorun - problem, no hint
pedazo - parça - piece, no hint
dicho - söyledi - told, no hint
él sabía - biliyordu - knew, no hint
pasar - geçmek - pass, no hint
ya que - beri - since, no hint
superior - üst - top, no hint
completo - bütün - whole, no hint
monarca - kral - king, no hint
calle - sokak - street, no hint
pulgada - inch - inch, no hint
bache - çarpmak - multiply, no hint
No - hiçbir - şey, no hint
clase - ders - course, no hint
conservar - kalmak - stay, no hint
rueda - tekerlek - wheel, no hint
completa - tam - full, no hint
fuerza - kuvvet - force, no hint
azul - mavi - blue, no hint
objeto - nesne - object, no hint
decisión - karar - vermek, no hint
superficie - yüzey - surface, no hint
Profundo - derin - deep, no hint
mes - ay - moon, no hint
MANZANA - ada - island, no hint
pie - ayak - foot, no hint
Sistema - sistem - system, no hint
Ocupado - meşgul - busy, no hint
Prueba - Test - test, no hint
Grabación - kayıt - record, no hint
Barco - tekne - boat, no hint
común - ortak - common, no hint
dorado - altın - gold, no hint
posible - mümkün - possible, no hint
plano - düzlem - plane, no hint
de alguien más - başkasının - yeri, no hint
seco - kuru - dry, no hint
preguntarse - acaba - wonder, no hint
reír - gülmek - laugh, no hint
mil - bin - thousand, no hint
Anterior - önce - ago, no hint
el corrió - koştu - ran, no hint
Control - kontrol - check, no hint
juego - oyunu - game, no hint
& Guardar - şekil - shape, no hint
Igual a - eşit - equate, no hint
acalorado - sıcak - hot, no hint
Me perdí - özledim - miss, no hint
trajo - getirdi - brought, no hint
calor - ısı - heat, no hint
nieve - kar - snow, no hint
neumático - lastik - tire, no hint
traer - getirmek - bring, no hint
¿Qué estás haciendo ahora - evet - yes, no hint
remoto - uzak - distant, no hint
llenar - doldurun - fill, no hint
este - doğu - east, no hint
color - boya - paint, no hint
decir - dil - language, no hint
entre - arasında - among, no hint
unidad - ünitesi - unit, no hint
energía - güç - power, no hint
pueblo - kasaba - town, no hint
delgado - ince - fine, no hint
determinado - belirli - certain, no hint
volar - uçmak - fly, no hint
caer - düşmek - fall, no hint
plomo - kurşun - lead, no hint
llorar - ağlamak - cry, no hint
misterioso - karanlık - dark, no hint
máquina - makine - machine, no hint
Nota - notu - note, no hint
Espere .. - bekleyin - wait, no hint
plan - planı - plan, no hint
dígitos - rakam - figure, no hint
estrella - yıldız - star, no hint
caja - kutu - box, no hint
yo - i - noun, no hint
area - alan - field, no hint
descanso - gerisi - rest, no hint
correcto - doğru - correct, no hint
talentoso - yetenekli - able, no hint
libra - kiloluk - pound, no hint
Terminado - bitti - done, no hint
Belleza - güzellik - beauty, no hint
Unidad - sürücü - drive, no hint
Detenido - durdu - stood, no hint
Contiene - içeren - contain, no hint
